flow_id,FLOW_START_MILLISECONDS,FLOW_END_MILLISECONDS,IPV4_SRC_ADDR,L4_SRC_PORT,IPV4_DST_ADDR,L4_DST_PORT,PROTOCOL,L7_PROTO,IN_BYTES,IN_PKTS,OUT_BYTES,OUT_PKTS,TCP_FLAGS,CLIENT_TCP_FLAGS,SERVER_TCP_FLAGS,FLOW_DURATION_MILLISECONDS,DURATION_IN,DURATION_OUT,MIN_TTL,MAX_TTL,LONGEST_FLOW_PKT,SHORTEST_FLOW_PKT,MIN_IP_PKT_LEN,MAX_IP_PKT_LEN,SRC_TO_DST_SECOND_BYTES,DST_TO_SRC_SECOND_BYTES,RETRANSMITTED_IN_BYTES,RETRANSMITTED_IN_PKTS,RETRANSMITTED_OUT_BYTES,RETRANSMITTED_OUT_PKTS,SRC_TO_DST_AVG_THROUGHPUT,DST_TO_SRC_AVG_THROUGHPUT,NUM_PKTS_UP_TO_128_BYTES,NUM_PKTS_128_TO_256_BYTES,NUM_PKTS_256_TO_512_BYTES,NUM_PKTS_512_TO_1024_BYTES,NUM_PKTS_1024_TO_1514_BYTES,TCP_WIN_MAX_IN,TCP_WIN_MAX_OUT,ICMP_TYPE,ICMP_IPV4_TYPE,DNS_QUERY_ID,DNS_QUERY_TYPE,DNS_TTL_ANSWER,FTP_COMMAND_RET_CODE,SRC_TO_DST_IAT_MIN,SRC_TO_DST_IAT_MAX,SRC_TO_DST_IAT_AVG,SRC_TO_DST_IAT_STDDEV,DST_TO_SRC_IAT_MIN,DST_TO_SRC_IAT_MAX,DST_TO_SRC_IAT_AVG,DST_TO_SRC_IAT_STDDEV,Label,Attack
xgb-d03-benign-workstation-dns-001,1777820700000,1777820700001,10.60.100.68,53800,10.60.60.5,53,17,5,75,1,160,1,0,0,0,1,0,0,0,0,160,75,75,160,160,75,0,0,0,0,300000,640000,1,1,0,0,0,0,0,0,0,43123,28,60,0,0,0,0,0,0,0,0,0,Benign,Benign
xgb-d03-benign-workstation-dns-002,1777821132000,1777821132001,10.60.100.94,53801,10.60.60.5,53,17,5,64,1,125,1,0,0,0,1,0,0,0,0,125,64,64,125,125,64,0,0,0,0,256000,500000,2,0,0,0,0,0,0,0,0,30187,28,60,0,0,0,0,0,0,0,0,0,Benign,Benign
xgb-d03-benign-patient-portal-web-003,1777821564000,1777821569421,198.51.100.36,53966,203.0.113.10,443,6,91,835,9,5409,8,31,27,30,5421,5409,5409,128,128,1500,40,40,1500,0,0,0,0,0,0,1232,7980,11,1,1,1,3,8192,8192,0,0,0,0,0,0,0,5234,675,1723,0,5310,772,1852,Benign,Benign
xgb-d03-benign-workstation-dns-004,1777821996000,1777821996001,10.60.100.51,53803,10.60.60.5,53,17,5,58,1,74,1,0,0,0,1,0,0,0,0,74,58,58,74,0,0,0,0,0,0,464000,592000,2,0,0,0,0,0,0,0,0,57566,1,60,0,0,0,0,0,0,0,0,0,Benign,Benign
xgb-d03-benign-patient-portal-web-005,1777822428000,1777822543886,198.51.100.38,53980,203.0.113.10,443,6,91,4069,38,55795,56,26,26,26,115886,115874,115874,128,128,1500,40,40,1500,0,0,451,11,0,0,280,3851,49,1,2,8,34,8192,8192,49920,195,0,0,0,0,0,10030,3131,4525,0,10031,2106,3999,Benign,Benign
xgb-d03-benign-workstation-dns-006,1777822860000,1777822860030,10.60.100.84,53805,10.60.60.5,53,17,5,58,1,130,1,0,0,0,30,0,0,0,0,130,58,58,130,4,1,0,0,0,0,14967,33548,1,1,0,0,0,0,0,0,0,60003,28,60,0,0,0,0,0,0,0,0,0,Benign,Benign
xgb-d03-attack-tomcat-lab-api-probe-007,1777823292000,1777823292001,192.0.2.210,53994,10.60.20.30,8080,6,131,48,1,40,1,22,2,20,1,0,0,0,0,48,40,40,48,0,0,0,0,0,0,384000,320000,2,0,0,0,0,8192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Malicious,Brute_Force_-Web
xgb-d03-benign-workstation-dns-008,1777823724000,1777823724001,10.60.100.55,53807,10.60.60.5,53,17,5,63,1,115,1,0,0,0,1,0,0,0,0,115,63,63,115,115,63,0,0,0,0,252000,460000,2,0,0,0,0,0,0,0,0,42140,1,60,0,0,0,0,0,0,0,0,0,Benign,Benign
xgb-d03-benign-patient-portal-web-009,1777824156000,1777824271503,198.51.100.42,54008,203.0.113.10,443,6,91,2253,24,7077,22,219,219,27,115503,115503,115491,128,128,1500,40,40,1500,0,0,451,11,0,0,156,490,35,2,5,1,3,8192,29200,49920,195,0,0,0,0,0,10015,5021,4865,0,10015,5499,4841,Benign,Benign
xgb-d03-benign-workstation-dns-010,1777824588000,1777824588001,10.60.100.88,53809,10.60.60.5,53,17,5,71,1,87,1,0,0,0,1,0,0,0,0,87,71,71,87,0,0,0,0,0,0,568000,696000,2,0,0,0,0,0,0,0,0,27392,1,29,0,0,0,0,0,0,0,0,0,Benign,Benign
