flow_id,FLOW_START_MILLISECONDS,FLOW_END_MILLISECONDS,IPV4_SRC_ADDR,L4_SRC_PORT,IPV4_DST_ADDR,L4_DST_PORT,PROTOCOL,L7_PROTO,IN_BYTES,IN_PKTS,OUT_BYTES,OUT_PKTS,TCP_FLAGS,CLIENT_TCP_FLAGS,SERVER_TCP_FLAGS,FLOW_DURATION_MILLISECONDS,DURATION_IN,DURATION_OUT,MIN_TTL,MAX_TTL,LONGEST_FLOW_PKT,SHORTEST_FLOW_PKT,MIN_IP_PKT_LEN,MAX_IP_PKT_LEN,SRC_TO_DST_SECOND_BYTES,DST_TO_SRC_SECOND_BYTES,RETRANSMITTED_IN_BYTES,RETRANSMITTED_IN_PKTS,RETRANSMITTED_OUT_BYTES,RETRANSMITTED_OUT_PKTS,SRC_TO_DST_AVG_THROUGHPUT,DST_TO_SRC_AVG_THROUGHPUT,NUM_PKTS_UP_TO_128_BYTES,NUM_PKTS_128_TO_256_BYTES,NUM_PKTS_256_TO_512_BYTES,NUM_PKTS_512_TO_1024_BYTES,NUM_PKTS_1024_TO_1514_BYTES,TCP_WIN_MAX_IN,TCP_WIN_MAX_OUT,ICMP_TYPE,ICMP_IPV4_TYPE,DNS_QUERY_ID,DNS_QUERY_TYPE,DNS_TTL_ANSWER,FTP_COMMAND_RET_CODE,SRC_TO_DST_IAT_MIN,SRC_TO_DST_IAT_MAX,SRC_TO_DST_IAT_AVG,SRC_TO_DST_IAT_STDDEV,DST_TO_SRC_IAT_MIN,DST_TO_SRC_IAT_MAX,DST_TO_SRC_IAT_AVG,DST_TO_SRC_IAT_STDDEV,Label,Attack
xgb-d05-benign-workstation-dns-001,1777993500000,1777993500001,10.60.100.96,54600,10.60.60.5,53,17,5,79,1,95,1,0,0,0,1,0,0,0,0,95,79,79,95,0,0,0,0,0,0,632000,760000,2,0,0,0,0,0,0,0,0,47423,1,58,0,0,0,0,0,0,0,0,0,Benign,Benign
xgb-d05-benign-workstation-dns-002,1777993932000,1777993932001,10.60.100.56,54601,10.60.60.5,53,17,5,66,1,170,1,0,0,0,1,0,0,0,0,170,66,66,170,170,66,0,0,0,0,264000,680000,1,1,0,0,0,0,0,0,0,6086,1,60,0,0,0,0,0,0,0,0,0,Benign,Benign
xgb-d05-benign-patient-portal-web-003,1777994364000,1777994481859,198.51.100.50,58766,203.0.113.10,443,6,91,1545,17,30699,33,218,218,26,117859,117859,117703,128,128,1470,40,40,1470,0,0,0,0,0,0,104,2083,23,4,3,1,19,8192,42780,0,0,0,0,0,0,0,58831,7365,19289,0,58792,3678,14144,Benign,Benign
xgb-d05-benign-workstation-dns-004,1777994796000,1777994796001,10.60.100.94,54603,10.60.60.5,53,17,5,79,1,107,1,0,0,0,1,0,0,0,0,107,79,79,107,1,0,0,0,0,0,632000,856000,2,0,0,0,0,0,0,0,0,2855,28,60,0,0,0,0,0,0,0,0,0,Benign,Benign
xgb-d05-attack-firewall-manager-egress-005,1777995228000,1777995228088,10.60.50.30,58780,198.51.100.125,443,6,91,153,2,165,1,24,24,24,88,88,0,128,128,165,40,40,165,1,1,0,0,0,0,13752,14831,2,1,0,0,0,256,7192,0,0,0,0,0,0,88,88,88,0,0,0,0,0,Malicious,Infilteration
xgb-d05-benign-workstation-dns-006,1777995660000,1777995660001,10.60.100.41,54605,10.60.60.5,53,17,5,67,1,99,1,0,0,0,1,0,0,0,0,99,67,67,99,0,0,0,0,0,0,536000,792000,2,0,0,0,0,0,0,0,0,42866,1,59,0,0,0,0,0,0,0,0,0,Benign,Benign
xgb-d05-benign-patient-portal-web-007,1777996092000,1777996209845,198.51.100.54,58794,203.0.113.10,443,6,91,1181,14,4217,11,218,218,26,117845,117845,117704,128,128,1470,40,40,1470,0,0,0,0,78,1,80,286,18,3,2,0,2,8192,42780,0,0,0,0,0,0,0,58373,9064,21009,0,58513,11770,23342,Benign,Benign
xgb-d05-benign-workstation-dns-008,1777996524000,1777996524055,10.60.100.84,54607,10.60.60.5,53,17,5,67,1,123,1,0,0,0,55,0,0,0,0,123,67,67,123,2,1,0,0,0,0,9571,17571,2,0,0,0,0,0,0,0,0,21948,28,60,0,0,0,0,0,0,0,0,0,Benign,Benign
xgb-d05-benign-patient-portal-web-009,1777996956000,1777997073794,198.51.100.56,58808,203.0.113.10,443,6,91,1133,13,3642,11,218,218,26,117794,117794,117652,128,128,1470,40,40,1470,0,0,0,0,0,0,76,247,18,3,1,0,2,8192,42780,0,0,0,0,0,0,0,58373,9815,21715,0,58588,11764,23393,Benign,Benign
xgb-d05-benign-workstation-dns-010,1777997388000,1777997388001,10.60.100.45,54609,10.60.60.5,53,17,5,65,1,123,1,0,0,0,1,0,0,0,0,123,65,65,123,123,65,0,0,0,0,260000,492000,2,0,0,0,0,0,0,0,0,63459,1,58,0,0,0,0,0,0,0,0,0,Benign,Benign
xgb-d05-benign-patient-portal-web-011,1777997820000,1777997820061,198.51.100.58,58822,203.0.113.10,443,6,91,883,9,4825,9,223,223,27,61,51,49,128,128,1500,40,40,1500,79,14,0,0,0,0,113935,622580,11,3,1,0,3,8192,29200,0,0,0,0,0,0,0,13,6,5,0,25,6,8,Benign,Benign
xgb-d05-benign-workstation-dns-012,1777998252000,1777998252001,10.60.100.98,54611,10.60.60.5,53,17,5,74,1,90,1,0,0,0,1,0,0,0,0,90,74,74,90,0,0,0,0,0,0,592000,720000,2,0,0,0,0,0,0,0,0,49664,1,22,0,0,0,0,0,0,0,0,0,Benign,Benign
xgb-d05-benign-patient-portal-web-013,1777998684000,1777998801306,198.51.100.60,58836,203.0.113.10,443,6,91,1838,19,18410,28,218,218,26,117306,117306,117289,128,128,1450,40,40,1450,0,0,0,0,547,3,125,1255,27,3,6,0,11,8192,28200,0,0,0,0,0,0,0,58917,6516,18366,0,58934,4343,15312,Benign,Benign
xgb-d05-attack-firewall-manager-egress-014,1777999116000,1777999116088,10.60.50.30,58843,198.51.100.125,443,6,91,153,2,165,1,24,24,24,88,88,0,128,128,165,40,40,165,1,1,0,0,0,0,13752,14831,2,1,0,0,0,256,7192,0,0,0,0,0,0,88,88,88,0,0,0,0,0,Malicious,Infilteration
xgb-d05-benign-patient-portal-web-015,1777999548000,1777999668211,198.51.100.62,58850,203.0.113.10,443,6,91,5782,34,21649,50,218,218,26,120211,120117,120117,128,128,1470,40,40,1470,0,0,0,0,0,0,384,1440,51,11,6,4,12,8192,42780,0,0,0,0,0,0,0,58936,3639,14016,0,59093,2451,11640,Benign,Benign
xgb-d05-benign-workstation-dns-016,1777999980000,1777999980001,10.60.100.92,54615,10.60.60.5,53,17,5,59,1,186,1,0,0,0,1,0,0,0,0,186,59,59,186,186,59,0,0,0,0,236000,744000,1,1,0,0,0,0,0,0,0,7270,1,60,0,0,0,0,0,0,0,0,0,Benign,Benign
xgb-d05-benign-workstation-dns-017,1778000412000,1778000412001,10.60.100.32,54616,10.60.60.5,53,17,5,63,1,159,1,0,0,0,1,0,0,0,0,159,63,63,159,1,0,0,0,0,0,504000,1272000,1,1,0,0,0,0,0,0,0,38812,1,60,0,0,0,0,0,0,0,0,0,Benign,Benign
xgb-d05-benign-workstation-dns-018,1778000844000,1778000844001,10.60.100.53,54617,10.60.60.5,53,17,5,63,1,91,1,0,0,0,1,0,0,0,0,91,63,63,91,0,0,0,0,0,0,504000,728000,2,0,0,0,0,0,0,0,0,14,28,60,0,0,0,0,0,0,0,0,0,Benign,Benign
xgb-d05-benign-workstation-dns-019,1778001276000,1778001276001,10.60.100.74,54618,10.60.60.5,53,17,5,63,1,79,1,0,0,0,1,0,0,0,0,79,63,63,79,79,63,0,0,0,0,252000,316000,2,0,0,0,0,0,0,0,0,25855,1,60,0,0,0,0,0,0,0,0,0,Benign,Benign
xgb-d05-benign-workstation-dns-020,1778001708000,1778001708001,10.60.100.82,54619,10.60.60.5,53,17,5,63,1,91,1,0,0,0,1,0,0,0,0,91,63,63,91,0,0,0,0,0,0,504000,728000,2,0,0,0,0,0,0,0,0,2219,28,60,0,0,0,0,0,0,0,0,0,Benign,Benign
xgb-d05-benign-workstation-dns-021,1778002140000,1778002140001,10.60.100.36,54620,10.60.60.5,53,17,5,63,1,79,1,0,0,0,1,0,0,0,0,79,63,63,79,0,0,0,0,0,0,504000,632000,2,0,0,0,0,0,0,0,0,19290,1,60,0,0,0,0,0,0,0,0,0,Benign,Benign
xgb-d05-benign-workstation-dns-022,1778002572000,1778002572025,10.60.100.57,54621,10.60.60.5,53,17,5,61,1,144,1,0,0,0,25,0,0,0,0,144,61,61,144,5,2,0,0,0,0,18769,44307,1,1,0,0,0,0,0,0,0,54979,1,60,0,0,0,0,0,0,0,0,0,Benign,Benign
xgb-d05-benign-workstation-dns-023,1778003004000,1778003004001,10.60.100.97,54622,10.60.60.5,53,17,5,67,1,83,1,0,0,0,1,0,0,0,0,83,67,67,83,0,0,0,0,0,0,536000,664000,2,0,0,0,0,0,0,0,0,1939,1,20,0,0,0,0,0,0,0,0,0,Benign,Benign
xgb-d05-benign-edr-patch-update-024,1778003436000,1778003554241,10.60.100.86,58913,10.60.50.15,443,6,91,1885,16,4495,16,218,218,26,118241,118241,118087,128,128,1470,40,40,1470,0,0,0,0,0,0,127,304,23,4,2,1,2,8192,42780,0,0,0,0,0,0,0,58936,7882,19893,0,59094,7872,19920,Benign,Benign
xgb-d05-benign-workstation-dns-025,1778003868000,1778003868013,10.60.100.21,54624,10.60.60.5,53,17,5,67,1,128,1,0,0,0,13,0,0,0,0,128,67,67,128,9,5,0,0,0,0,38285,73142,2,0,0,0,0,0,0,0,0,28454,28,60,0,0,0,0,0,0,0,0,0,Benign,Benign
xgb-d05-attack-firewall-manager-egress-026,1778004300000,1778004300077,10.60.50.30,58927,198.51.100.125,443,6,91,151,2,164,1,24,24,24,77,77,0,128,128,164,40,40,164,2,1,0,0,0,0,15487,16820,2,1,0,0,0,258,7411,0,0,0,0,0,0,77,77,77,0,0,0,0,0,Malicious,Infilteration
xgb-d05-benign-edr-patch-update-027,1778004732000,1778004732652,10.60.100.63,58934,10.60.50.20,443,6,91,936,10,3248,8,223,223,27,652,651,557,128,128,1470,40,40,1470,4,1,0,0,0,0,11467,39791,12,3,1,0,2,8192,42780,0,0,0,0,0,0,0,238,72,71,0,333,79,114,Benign,Benign
